,geometry,LAYER,MAP_NAME,NAME,min,max,mean,count,std,median
0,"POLYGON Z ((289583.7082967249 5130289.22604238 0, 289588.7052508601 5130289.051544896 0, 289588.356255893 5130279.057636626 0, 289583.3593017579 5130279.232134109 0, 289583.7082967249 5130289.22604238 0))",Coverage/Quad,User Created Features,2,0.18846134945206153,0.8730922751819676,0.4385587597458778,4444,0.07892090901094419,0.4365000402685732
1,"POLYGON Z ((289588.7052508601 5130289.051544896 0, 289593.7022049951 5130288.877047412 0, 289593.3532100281 5130278.883139142 0, 289588.356255893 5130279.057636626 0, 289588.7052508601 5130289.051544896 0))",Coverage/Quad,User Created Features,3,0.19321436439744438,0.8879712439556677,0.4452819937749959,4440,0.09108963064607323,0.4253038926521568
2,"POLYGON Z ((289593.7022049951 5130288.877047412 0, 289598.6991591303 5130288.702549929 0, 289598.3501641632 5130278.708641659 0, 289593.3532100281 5130278.883139142 0, 289593.7022049951 5130288.877047412 0))",Coverage/Quad,User Created Features,4,0.23222200809404508,0.8901471055138109,0.5528639621906736,4440,0.11244034321025762,0.5197460633326088
3,"POLYGON Z ((289598.6991591303 5130288.702549929 0, 289603.6961132654 5130288.528052446 0, 289603.3471182983 5130278.534144175 0, 289598.3501641632 5130278.708641659 0, 289598.6991591303 5130288.702549929 0))",Coverage/Quad,User Created Features,5,0.09082526509912402,0.8650828827231628,0.5302947234991199,4444,0.11057006617907778,0.5153917721426213
4,"POLYGON Z ((289603.6961132654 5130288.528052446 0, 289608.6930674004 5130288.353554962 0, 289608.3440724334 5130278.359646692 0, 289603.3471182983 5130278.534144175 0, 289603.6961132654 5130288.528052446 0))",Coverage/Quad,User Created Features,6,0.10469667318982387,0.9224502515247296,0.5366596028220669,4442,0.13273084482254663,0.4958131480537141
5,"POLYGON Z ((289608.6930674004 5130288.353554962 0, 289613.6900215356 5130288.179057478 0, 289613.3410265685 5130278.185149208 0, 289608.3440724334 5130278.359646692 0, 289608.6930674004 5130288.353554962 0))",Coverage/Quad,User Created Features,7,0.11535401750198886,0.8971087560448606,0.5078974946123235,4445,0.1296331690639436,0.475092936802974
6,"POLYGON Z ((289613.6900215356 5130288.179057478 0, 289618.6869756706 5130288.004559995 0, 289618.3379807036 5130278.010651724 0, 289613.3410265685 5130278.185149208 0, 289613.6900215356 5130288.179057478 0))",Coverage/Quad,User Created Features,8,0.13717693836978131,0.8894091415830546,0.5230993130737205,4446,0.13755298887255937,0.5019399478300353
7,"POLYGON Z ((289618.6869756706 5130288.004559995 0, 289623.6839298057 5130287.830062511 0, 289623.3349348387 5130277.836154241 0, 289618.3379807036 5130278.010651724 0, 289618.6869756706 5130288.004559995 0))",Coverage/Quad,User Created Features,9,0.3053282414984543,0.9347369760193371,0.5947246365530755,4437,0.12351576684792899,0.5873946500549652
8,"POLYGON Z ((289623.6839298057 5130287.830062511 0, 289628.6808839408 5130287.655565028 0, 289628.3318889738 5130277.661656758 0, 289623.3349348387 5130277.836154241 0, 289623.6839298057 5130287.830062511 0))",Coverage/Quad,User Created Features,10,0.3296518354896392,0.8965024982155603,0.604641379444694,4443,0.1139055450307811,0.5972783329789496
9,"POLYGON Z ((289628.6808839408 5130287.655565028 0, 289633.6778380759 5130287.481067544 0, 289633.3288431089 5130277.487159275 0, 289628.3318889738 5130277.661656758 0, 289628.6808839408 5130287.655565028 0))",Coverage/Quad,User Created Features,11,0.34253897550111356,0.8962822936357908,0.5853433872649966,4444,0.12113099345635095,0.5521232664751614
10,"POLYGON Z ((289633.6778380759 5130287.481067544 0, 289638.674792211 5130287.306570061 0, 289638.325797244 5130277.31266179 0, 289633.3288431089 5130277.487159275 0, 289633.6778380759 5130287.481067544 0))",Coverage/Quad,User Created Features,12,0.24862453531598513,0.9023595093524593,0.5873011037162288,4437,0.12848584243689629,0.5649514213745952
11,"POLYGON Z ((289583.3593017579 5130279.232134109 0, 289588.356255893 5130279.057636626 0, 289588.007260926 5130269.063728356 0, 289583.0103067909 5130269.238225839 0, 289583.3593017579 5130279.232134109 0))",Coverage/Quad,User Created Features,15,0.0030627871362940277,47.17604617604618,0.45987543442453105,4443,1.0206935226777516,0.4274522343912383
12,"POLYGON Z ((289588.356255893 5130279.057636626 0, 289593.3532100281 5130278.883139142 0, 289593.0042150611 5130268.889230872 0, 289588.007260926 5130269.063728356 0, 289588.356255893 5130279.057636626 0))",Coverage/Quad,User Created Features,16,0.022222222222222223,18.364785172704295,0.4615507478607575,4443,0.2861695942302806,0.4462962088664369
