,geometry,LAYER,MAP_NAME,NAME,min,max,mean,count,std,median
48,"POLYGON Z ((289718.5559713147 5130235.993189946 1178.317749023438, 289722.8700509049 5130235.767098618 1178.058227539062, 289722.4178682428 5130227.138939437 1176.582397460938, 289718.1037886528 5130227.365030767 1177.1064453125, 289718.5559713147 5130235.993189946 1178.317749023438))",Coverage/Quad,User Created Features - Coverage/Quad,49,29507.0,30515.0,30001.18620066285,3319,336.4980262073692,29972.0
49,"POLYGON Z ((289722.8700509049 5130235.767098618 1178.058227539062, 289727.184130495 5130235.541007285 1177.944580078125, 289726.7319478331 5130226.912848104 1176.837280273438, 289722.4178682428 5130227.138939437 1176.582397460938, 289722.8700509049 5130235.767098618 1178.058227539062))",Coverage/Quad,User Created Features - Coverage/Quad,50,29719.0,30511.0,30251.08761329305,3310,212.594464229885,30327.0
50,"POLYGON Z ((289727.184130495 5130235.541007285 1177.944580078125, 289731.4982100851 5130235.314915954 1178.094360351562, 289731.0460274233 5130226.686756773 1178.181884765625, 289726.7319478331 5130226.912848104 1176.837280273438, 289727.184130495 5130235.541007285 1177.944580078125))",Coverage/Quad,User Created Features - Coverage/Quad,51,29571.0,30373.0,29912.91531042797,3318,243.72775378134568,29831.0
51,"POLYGON Z ((289731.4982100851 5130235.314915954 1178.094360351562, 289735.8122896752 5130235.088824623 1178.0400390625, 289735.3601070133 5130226.460665443 1177.125366210938, 289731.0460274233 5130226.686756773 1178.181884765625, 289731.4982100851 5130235.314915954 1178.094360351562))",Coverage/Quad,User Created Features - Coverage/Quad,52,29946.0,30398.0,30274.127749322084,3319,119.69753715935384,30323.0
52,"POLYGON Z ((289735.8122896752 5130235.088824623 1178.0400390625, 289740.1263692654 5130234.862733292 1184.978881835938, 289739.6741866035 5130226.234574112 1185.416625976562, 289735.3601070133 5130226.460665443 1177.125366210938, 289735.8122896752 5130235.088824623 1178.0400390625))",Coverage/Quad,User Created Features - Coverage/Quad,53,29617.0,30415.0,29973.51418225709,3314,238.4998287762967,29934.0
53,"POLYGON Z ((289740.1263692654 5130234.862733292 1184.978881835938, 289744.4404488555 5130234.636641963 1177.349731445312, 289743.9882661936 5130226.00848278 1176.135131835938, 289739.6741866035 5130226.234574112 1185.416625976562, 289740.1263692654 5130234.862733292 1184.978881835938))",Coverage/Quad,User Created Features - Coverage/Quad,54,29591.0,30418.0,29912.938517179024,3318,242.4688526428918,29824.0
54,"POLYGON Z ((289705.1615498825 5130228.043304757 1176.667358398438, 289709.4756294725 5130227.817213428 1177.091186523438, 289709.0234468106 5130219.189054247 1175.851806640625, 289704.7093672205 5130219.415145581 1175.3828125, 289705.1615498825 5130228.043304757 1176.667358398438))",Coverage/Quad,User Created Features - Coverage/Quad,55,29297.0,30540.0,29909.670790585395,3314,417.45910862325087,29975.5
55,"POLYGON Z ((289709.4756294725 5130227.817213428 1177.091186523438, 289713.7897090627 5130227.591122098 1186.791870117188, 289713.3375264006 5130218.962962917 1184.655639648438, 289709.0234468106 5130219.189054247 1175.851806640625, 289709.4756294725 5130227.817213428 1177.091186523438))",Coverage/Quad,User Created Features - Coverage/Quad,56,29726.0,30569.0,30141.595539481616,3318,251.07135191706203,30132.5
56,"POLYGON Z ((289713.7897090627 5130227.591122098 1186.791870117188, 289718.1037886528 5130227.365030767 1177.1064453125, 289717.6516059908 5130218.736871588 1176.485107421875, 289713.3375264006 5130218.962962917 1184.655639648438, 289713.7897090627 5130227.591122098 1186.791870117188))",Coverage/Quad,User Created Features - Coverage/Quad,57,29558.0,30572.0,30227.843391671697,3314,270.41967524663244,30338.0
57,"POLYGON Z ((289718.1037886528 5130227.365030767 1177.1064453125, 289722.4178682428 5130227.138939437 1176.582397460938, 289721.965685581 5130218.510780256 1184.385498046875, 289717.6516059908 5130218.736871588 1176.485107421875, 289718.1037886528 5130227.365030767 1177.1064453125))",Coverage/Quad,User Created Features - Coverage/Quad,58,29498.0,30465.0,29965.775196137598,3314,319.0289797146079,29940.0
58,"POLYGON Z ((289722.4178682428 5130227.138939437 1176.582397460938, 289726.7319478331 5130226.912848104 1176.837280273438, 289726.2797651712 5130218.284688924 1175.447143554688, 289721.965685581 5130218.510780256 1184.385498046875, 289722.4178682428 5130227.138939437 1176.582397460938))",Coverage/Quad,User Created Features - Coverage/Quad,59,29772.0,30610.0,30272.762722071664,3321,183.7342688483286,30338.0
59,"POLYGON Z ((289726.7319478331 5130226.912848104 1176.837280273438, 289731.0460274233 5130226.686756773 1178.181884765625, 289730.5938447613 5130218.058597594 1181.698486328125, 289726.2797651712 5130218.284688924 1175.447143554688, 289726.7319478331 5130226.912848104 1176.837280273438))",Coverage/Quad,User Created Features - Coverage/Quad,60,29649.0,30608.0,30049.608984021706,3317,273.67966474377437,30004.0
60,"POLYGON Z ((289731.0460274233 5130226.686756773 1178.181884765625, 289735.3601070133 5130226.460665443 1177.125366210938, 289734.9079243513 5130217.832506263 1175.666137695312, 289730.5938447613 5130218.058597594 1181.698486328125, 289731.0460274233 5130226.686756773 1178.181884765625))",Coverage/Quad,User Created Features - Coverage/Quad,61,29727.0,30538.0,30225.111983096893,3313,223.93317764769657,30317.0
61,"POLYGON Z ((289735.3601070133 5130226.460665443 1177.125366210938, 289739.6741866035 5130226.234574112 1185.416625976562, 289739.2220039415 5130217.606414931 1184.421997070312, 289734.9079243513 5130217.832506263 1175.666137695312, 289735.3601070133 5130226.460665443 1177.125366210938))",Coverage/Quad,User Created Features - Coverage/Quad,62,29844.0,30563.0,30283.53285111513,3318,193.27593506776682,30331.0
62,"POLYGON Z ((289739.6741866035 5130226.234574112 1185.416625976562, 289743.9882661936 5130226.00848278 1176.135131835938, 289743.5360835317 5130217.380323603 1175.216918945312, 289739.2220039415 5130217.606414931 1184.421997070312, 289739.6741866035 5130226.234574112 1185.416625976562))",Coverage/Quad,User Created Features - Coverage/Quad,63,29625.0,30372.0,29876.513277006638,3314,214.74817459057815,29805.5
63,"POLYGON Z ((289704.7093672205 5130219.415145581 1175.3828125, 289709.0234468106 5130219.189054247 1175.851806640625, 289708.5712641486 5130210.560895069 1174.614379882812, 289704.2571845585 5130210.786986398 1174.2939453125, 289704.7093672205 5130219.415145581 1175.3828125))",Coverage/Quad,User Created Features - Coverage/Quad,64,29302.0,30300.0,29569.250452625227,3314,274.2630494892158,29437.5
64,"POLYGON Z ((289709.0234468106 5130219.189054247 1175.851806640625, 289713.3375264006 5130218.962962917 1184.655639648438, 289712.8853437387 5130210.334803737 1183.963745117188, 289708.5712641486 5130210.560895069 1174.614379882812, 289709.0234468106 5130219.189054247 1175.851806640625))",Coverage/Quad,User Created Features - Coverage/Quad,65,29735.0,30459.0,30160.187951807227,3320,217.08330026151577,30240.5
65,"POLYGON Z ((289713.3375264006 5130218.962962917 1184.655639648438, 289717.6516059908 5130218.736871588 1176.485107421875, 289717.199423329 5130210.108712406 1175.001342773438, 289712.8853437387 5130210.334803737 1183.963745117188, 289713.3375264006 5130218.962962917 1184.655639648438))",Coverage/Quad,User Created Features - Coverage/Quad,66,29588.0,30503.0,30168.188724751282,3317,251.50589438530744,30233.0
66,"POLYGON Z ((289717.6516059908 5130218.736871588 1176.485107421875, 289721.965685581 5130218.510780256 1184.385498046875, 289721.5135029191 5130209.882621074 1184.419067382812, 289717.199423329 5130210.108712406 1175.001342773438, 289717.6516059908 5130218.736871588 1176.485107421875))",Coverage/Quad,User Created Features - Coverage/Quad,67,29473.0,30506.0,30021.41116138763,3315,364.9020102714693,30063.0
67,"POLYGON Z ((289721.965685581 5130218.510780256 1184.385498046875, 289726.2797651712 5130218.284688924 1175.447143554688, 289725.8275825093 5130209.656529745 1174.561279296875, 289721.5135029191 5130209.882621074 1184.419067382812, 289721.965685581 5130218.510780256 1184.385498046875))",Coverage/Quad,User Created Features - Coverage/Quad,68,29474.0,30630.0,30148.4130238167,3317,382.2056287473768,30226.0
68,"POLYGON Z ((289726.2797651712 5130218.284688924 1175.447143554688, 289730.5938447613 5130218.058597594 1181.698486328125, 289730.1416620993 5130209.430438413 1173.992309570312, 289725.8275825093 5130209.656529745 1174.561279296875, 289726.2797651712 5130218.284688924 1175.447143554688))",Coverage/Quad,User Created Features - Coverage/Quad,69,29784.0,30630.0,30341.1657108361,3313,246.5170027943146,30425.0
69,"POLYGON Z ((289730.5938447613 5130218.058597594 1181.698486328125, 289734.9079243513 5130217.832506263 1175.666137695312, 289734.4557416894 5130209.204347082 1174.310424804688, 289730.1416620993 5130209.430438413 1173.992309570312, 289730.5938447613 5130218.058597594 1181.698486328125))",Coverage/Quad,User Created Features - Coverage/Quad,70,29698.0,30528.0,30097.50256565047,3313,276.2202508743984,30085.0
70,"POLYGON Z ((289734.9079243513 5130217.832506263 1175.666137695312, 289739.2220039415 5130217.606414931 1184.421997070312, 289738.7698212797 5130208.978255752 1174.004760742188, 289734.4557416894 5130209.204347082 1174.310424804688, 289734.9079243513 5130217.832506263 1175.666137695312))",Coverage/Quad,User Created Features - Coverage/Quad,71,29974.0,30531.0,30387.848402652202,3318,142.21863474339176,30459.0
71,"POLYGON Z ((289739.2220039415 5130217.606414931 1184.421997070312, 289743.5360835317 5130217.380323603 1175.216918945312, 289743.0839008698 5130208.75216442 1173.693115234375, 289738.7698212797 5130208.978255752 1174.004760742188, 289739.2220039415 5130217.606414931 1184.421997070312))",Coverage/Quad,User Created Features - Coverage/Quad,72,29591.0,30363.0,29855.25414531203,3317,207.23625374071634,29807.0
72,"POLYGON Z ((289704.2571845585 5130210.786986398 1174.2939453125, 289708.5712641486 5130210.560895069 1174.614379882812, 289708.1190814867 5130201.932735887 1173.2958984375, 289703.8050018966 5130202.158827218 1173.1083984375, 289704.2571845585 5130210.786986398 1174.2939453125))",Coverage/Quad,User Created Features - Coverage/Quad,73,29316.0,30118.0,29535.39096385542,3320,231.5751956571543,29416.0
73,"POLYGON Z ((289708.5712641486 5130210.560895069 1174.614379882812, 289712.8853437387 5130210.334803737 1183.963745117188, 289712.4331610769 5130201.706644556 1181.318725585938, 289708.1190814867 5130201.932735887 1173.2958984375, 289708.5712641486 5130210.560895069 1174.614379882812))",Coverage/Quad,User Created Features - Coverage/Quad,74,29637.0,30399.0,30114.165057332528,3314,198.4286618165519,30174.0
74,"POLYGON Z ((289712.8853437387 5130210.334803737 1183.963745117188, 289717.199423329 5130210.108712406 1175.001342773438, 289716.7472406669 5130201.480553227 1173.400390625, 289712.4331610769 5130201.706644556 1181.318725585938, 289712.8853437387 5130210.334803737 1183.963745117188))",Coverage/Quad,User Created Features - Coverage/Quad,75,29592.0,30509.0,30014.873830365228,3313,275.7478809178686,29965.0
