,geometry,LAYER,MAP_NAME,NAME,min,max,mean,count,std,median
33,"POLYGON Z ((289732.402575409 5130252.571234314 1188.164672851562, 289736.7166549991 5130252.345142983 1184.341064453125, 289736.2644723373 5130243.716983804 1179.340942382812, 289731.9503927472 5130243.943075135 1179.171020507812, 289732.402575409 5130252.571234314 1188.164672851562))",Coverage/Quad,User Created Features - Coverage/Quad,34,359.34869384765625,362.5956726074219,360.56210903264355,3316,1.212978184184,359.6895751953125
34,"POLYGON Z ((289736.7166549991 5130252.345142983 1184.341064453125, 289741.0307345893 5130252.119051653 1179.954223632812, 289740.5785519274 5130243.490892474 1184.7529296875, 289736.2644723373 5130243.716983804 1179.340942382812, 289736.7166549991 5130252.345142983 1184.341064453125))",Coverage/Quad,User Created Features - Coverage/Quad,35,359.3301696777344,362.6120300292969,360.5911013886813,3319,1.2302158192612254,359.6612243652344
35,"POLYGON Z ((289741.0307345893 5130252.119051653 1179.954223632812, 289745.3448141793 5130251.892960324 1179.2587890625, 289744.8926315175 5130243.264801141 1178.163940429688, 289740.5785519274 5130243.490892474 1184.7529296875, 289741.0307345893 5130252.119051653 1179.954223632812))",Coverage/Quad,User Created Features - Coverage/Quad,36,359.1185302734375,362.0916442871094,359.7743634855114,3312,0.7514515204602357,359.46507263183594
36,"POLYGON Z ((289706.0659152063 5130245.299623118 1178.78759765625, 289710.3799947964 5130245.073531789 1183.480834960938, 289709.9278121344 5130236.445372608 1180.23193359375, 289705.6137325444 5130236.67146394 1177.834228515625, 289706.0659152063 5130245.299623118 1178.78759765625))",Coverage/Quad,User Created Features - Coverage/Quad,37,359.006591796875,362.07666015625,359.8913850882026,3318,0.9827553071803061,359.3236083984375
37,"POLYGON Z ((289710.3799947964 5130245.073531789 1183.480834960938, 289714.6940743866 5130244.847440458 1188.505493164062, 289714.2418917246 5130236.219281277 1187.059204101562, 289709.9278121344 5130236.445372608 1180.23193359375, 289710.3799947964 5130245.073531789 1183.480834960938))",Coverage/Quad,User Created Features - Coverage/Quad,38,359.07421875,362.60595703125,360.84374051729264,3318,1.2143316200905592,361.01499938964844
38,"POLYGON Z ((289714.6940743866 5130244.847440458 1188.505493164062, 289719.0081539767 5130244.621349127 1179.1162109375, 289718.5559713147 5130235.993189946 1178.317749023438, 289714.2418917246 5130236.219281277 1187.059204101562, 289714.6940743866 5130244.847440458 1188.505493164062))",Coverage/Quad,User Created Features - Coverage/Quad,39,359.09881591796875,362.4923095703125,359.99744238759956,3315,0.9718846487156517,359.4114685058594
39,"POLYGON Z ((289719.0081539767 5130244.621349127 1179.1162109375, 289723.3222335668 5130244.395257796 1179.3603515625, 289722.8700509049 5130235.767098618 1178.058227539062, 289718.5559713147 5130235.993189946 1178.317749023438, 289719.0081539767 5130244.621349127 1179.1162109375))",Coverage/Quad,User Created Features - Coverage/Quad,40,359.062255859375,362.614013671875,360.8948555522175,3314,1.2084447112071033,361.4244079589844
40,"POLYGON Z ((289723.3222335668 5130244.395257796 1179.3603515625, 289727.6363131569 5130244.169166463 1179.004638671875, 289727.184130495 5130235.541007285 1177.944580078125, 289722.8700509049 5130235.767098618 1178.058227539062, 289723.3222335668 5130244.395257796 1179.3603515625))",Coverage/Quad,User Created Features - Coverage/Quad,41,359.00469970703125,362.4123840332031,360.8349376330003,3317,1.2226764186583507,361.3834228515625
41,"POLYGON Z ((289727.6363131569 5130244.169166463 1179.004638671875, 289731.9503927472 5130243.943075135 1179.171020507812, 289731.4982100851 5130235.314915954 1178.094360351562, 289727.184130495 5130235.541007285 1177.944580078125, 289727.6363131569 5130244.169166463 1179.004638671875))",Coverage/Quad,User Created Features - Coverage/Quad,42,358.9880676269531,362.6159362792969,360.85345573103183,3316,1.2739794130228037,361.55206298828125
42,"POLYGON Z ((289731.9503927472 5130243.943075135 1179.171020507812, 289736.2644723373 5130243.716983804 1179.340942382812, 289735.8122896752 5130235.088824623 1178.0400390625, 289731.4982100851 5130235.314915954 1178.094360351562, 289731.9503927472 5130243.943075135 1179.171020507812))",Coverage/Quad,User Created Features - Coverage/Quad,43,358.9723815917969,362.4934997558594,360.1796693275417,3315,1.141931914907127,359.37762451171875
43,"POLYGON Z ((289736.2644723373 5130243.716983804 1179.340942382812, 289740.5785519274 5130243.490892474 1184.7529296875, 289740.1263692654 5130234.862733292 1184.978881835938, 289735.8122896752 5130235.088824623 1178.0400390625, 289736.2644723373 5130243.716983804 1179.340942382812))",Coverage/Quad,User Created Features - Coverage/Quad,44,358.9694519042969,362.1908874511719,360.22763409506683,3315,1.1399511539426535,359.4329833984375
44,"POLYGON Z ((289740.5785519274 5130243.490892474 1184.7529296875, 289744.8926315175 5130243.264801141 1178.163940429688, 289744.4404488555 5130234.636641963 1177.349731445312, 289740.1263692654 5130234.862733292 1184.978881835938, 289740.5785519274 5130243.490892474 1184.7529296875))",Coverage/Quad,User Created Features - Coverage/Quad,45,358.84869384765625,361.8481750488281,359.99090441846687,3317,1.021890897939661,359.47991943359375
45,"POLYGON Z ((289705.6137325444 5130236.67146394 1177.834228515625, 289709.9278121344 5130236.445372608 1180.23193359375, 289709.4756294725 5130227.817213428 1177.091186523438, 289705.1615498825 5130228.043304757 1176.667358398438, 289705.6137325444 5130236.67146394 1177.834228515625))",Coverage/Quad,User Created Features - Coverage/Quad,46,358.6507568359375,361.7171325683594,359.47566011076344,3317,0.9066898464022126,358.9949035644531
46,"POLYGON Z ((289709.9278121344 5130236.445372608 1180.23193359375, 289714.2418917246 5130236.219281277 1187.059204101562, 289713.7897090627 5130227.591122098 1186.791870117188, 289709.4756294725 5130227.817213428 1177.091186523438, 289709.9278121344 5130236.445372608 1180.23193359375))",Coverage/Quad,User Created Features - Coverage/Quad,47,358.7717590332031,362.2239685058594,359.9622938040339,3311,1.14556320623138,359.27923583984375
47,"POLYGON Z ((289714.2418917246 5130236.219281277 1187.059204101562, 289718.5559713147 5130235.993189946 1178.317749023438, 289718.1037886528 5130227.365030767 1177.1064453125, 289713.7897090627 5130227.591122098 1186.791870117188, 289714.2418917246 5130236.219281277 1187.059204101562))",Coverage/Quad,User Created Features - Coverage/Quad,48,358.77215576171875,362.2093811035156,360.0753049016933,3318,1.1145821480205582,359.9161834716797
48,"POLYGON Z ((289718.5559713147 5130235.993189946 1178.317749023438, 289722.8700509049 5130235.767098618 1178.058227539062, 289722.4178682428 5130227.138939437 1176.582397460938, 289718.1037886528 5130227.365030767 1177.1064453125, 289718.5559713147 5130235.993189946 1178.317749023438))",Coverage/Quad,User Created Features - Coverage/Quad,49,358.7491760253906,362.4158935546875,360.10913496026075,3319,1.1310963336350643,360.00360107421875
49,"POLYGON Z ((289722.8700509049 5130235.767098618 1178.058227539062, 289727.184130495 5130235.541007285 1177.944580078125, 289726.7319478331 5130226.912848104 1176.837280273438, 289722.4178682428 5130227.138939437 1176.582397460938, 289722.8700509049 5130235.767098618 1178.058227539062))",Coverage/Quad,User Created Features - Coverage/Quad,50,358.6263732910156,362.1946716308594,360.6436124127437,3310,1.125566436803962,361.1037902832031
50,"POLYGON Z ((289727.184130495 5130235.541007285 1177.944580078125, 289731.4982100851 5130235.314915954 1178.094360351562, 289731.0460274233 5130226.686756773 1178.181884765625, 289726.7319478331 5130226.912848104 1176.837280273438, 289727.184130495 5130235.541007285 1177.944580078125))",Coverage/Quad,User Created Features - Coverage/Quad,51,358.6123352050781,362.1627197265625,360.0376749619294,3318,1.2090782423888504,359.5313720703125
51,"POLYGON Z ((289731.4982100851 5130235.314915954 1178.094360351562, 289735.8122896752 5130235.088824623 1178.0400390625, 289735.3601070133 5130226.460665443 1177.125366210938, 289731.0460274233 5130226.686756773 1178.181884765625, 289731.4982100851 5130235.314915954 1178.094360351562))",Coverage/Quad,User Created Features - Coverage/Quad,52,358.6955261230469,361.84063720703125,359.7065333050035,3319,1.0529207195426833,359.0025939941406
52,"POLYGON Z ((289735.8122896752 5130235.088824623 1178.0400390625, 289740.1263692654 5130234.862733292 1184.978881835938, 289739.6741866035 5130226.234574112 1185.416625976562, 289735.3601070133 5130226.460665443 1177.125366210938, 289735.8122896752 5130235.088824623 1178.0400390625))",Coverage/Quad,User Created Features - Coverage/Quad,53,358.4996032714844,361.8559265136719,360.37498241141395,3314,1.191636492939434,360.6557159423828
53,"POLYGON Z ((289740.1263692654 5130234.862733292 1184.978881835938, 289744.4404488555 5130234.636641963 1177.349731445312, 289743.9882661936 5130226.00848278 1176.135131835938, 289739.6741866035 5130226.234574112 1185.416625976562, 289740.1263692654 5130234.862733292 1184.978881835938))",Coverage/Quad,User Created Features - Coverage/Quad,54,358.4828186035156,361.84564208984375,359.84517052060085,3318,1.1538022549458307,359.5001678466797
54,"POLYGON Z ((289705.1615498825 5130228.043304757 1176.667358398438, 289709.4756294725 5130227.817213428 1177.091186523438, 289709.0234468106 5130219.189054247 1175.851806640625, 289704.7093672205 5130219.415145581 1175.3828125, 289705.1615498825 5130228.043304757 1176.667358398438))",Coverage/Quad,User Created Features - Coverage/Quad,55,358.2648010253906,361.639892578125,359.1603874616329,3314,0.9612684704005705,358.6403503417969
55,"POLYGON Z ((289709.4756294725 5130227.817213428 1177.091186523438, 289713.7897090627 5130227.591122098 1186.791870117188, 289713.3375264006 5130218.962962917 1184.655639648438, 289709.0234468106 5130219.189054247 1175.851806640625, 289709.4756294725 5130227.817213428 1177.091186523438))",Coverage/Quad,User Created Features - Coverage/Quad,56,358.3888244628906,361.8516540527344,359.91584639868296,3318,1.255419914470787,359.8243103027344
56,"POLYGON Z ((289713.7897090627 5130227.591122098 1186.791870117188, 289718.1037886528 5130227.365030767 1177.1064453125, 289717.6516059908 5130218.736871588 1176.485107421875, 289713.3375264006 5130218.962962917 1184.655639648438, 289713.7897090627 5130227.591122098 1186.791870117188))",Coverage/Quad,User Created Features - Coverage/Quad,57,358.415283203125,361.8426818847656,359.79879513028595,3314,1.127620247918271,359.6258850097656
57,"POLYGON Z ((289718.1037886528 5130227.365030767 1177.1064453125, 289722.4178682428 5130227.138939437 1176.582397460938, 289721.965685581 5130218.510780256 1184.385498046875, 289717.6516059908 5130218.736871588 1176.485107421875, 289718.1037886528 5130227.365030767 1177.1064453125))",Coverage/Quad,User Created Features - Coverage/Quad,58,358.4113464355469,361.7480163574219,360.01361850146867,3314,1.2148362046935277,360.42787170410156
58,"POLYGON Z ((289722.4178682428 5130227.138939437 1176.582397460938, 289726.7319478331 5130226.912848104 1176.837280273438, 289726.2797651712 5130218.284688924 1175.447143554688, 289721.965685581 5130218.510780256 1184.385498046875, 289722.4178682428 5130227.138939437 1176.582397460938))",Coverage/Quad,User Created Features - Coverage/Quad,59,358.27069091796875,361.8229675292969,360.21803815290895,3321,1.1454339177128445,360.61907958984375
59,"POLYGON Z ((289726.7319478331 5130226.912848104 1176.837280273438, 289731.0460274233 5130226.686756773 1178.181884765625, 289730.5938447613 5130218.058597594 1181.698486328125, 289726.2797651712 5130218.284688924 1175.447143554688, 289726.7319478331 5130226.912848104 1176.837280273438))",Coverage/Quad,User Created Features - Coverage/Quad,60,358.20294189453125,361.6489562988281,359.8433719850068,3317,1.2127415191379216,360.13763427734375
60,"POLYGON Z ((289731.0460274233 5130226.686756773 1178.181884765625, 289735.3601070133 5130226.460665443 1177.125366210938, 289734.9079243513 5130217.832506263 1175.666137695312, 289730.5938447613 5130218.058597594 1181.698486328125, 289731.0460274233 5130226.686756773 1178.181884765625))",Coverage/Quad,User Created Features - Coverage/Quad,61,358.31982421875,361.55865478515625,359.6166415642008,3313,1.160446703592186,358.7526550292969
61,"POLYGON Z ((289735.3601070133 5130226.460665443 1177.125366210938, 289739.6741866035 5130226.234574112 1185.416625976562, 289739.2220039415 5130217.606414931 1184.421997070312, 289734.9079243513 5130217.832506263 1175.666137695312, 289735.3601070133 5130226.460665443 1177.125366210938))",Coverage/Quad,User Created Features - Coverage/Quad,62,358.2111511230469,361.8464050292969,359.64608503437097,3318,1.2166922945719818,359.47657775878906
62,"POLYGON Z ((289739.6741866035 5130226.234574112 1185.416625976562, 289743.9882661936 5130226.00848278 1176.135131835938, 289743.5360835317 5130217.380323603 1175.216918945312, 289739.2220039415 5130217.606414931 1184.421997070312, 289739.6741866035 5130226.234574112 1185.416625976562))",Coverage/Quad,User Created Features - Coverage/Quad,63,358.1110534667969,361.8288879394531,359.28677011788,3314,1.1019013401411755,358.5821838378906
63,"POLYGON Z ((289704.7093672205 5130219.415145581 1175.3828125, 289709.0234468106 5130219.189054247 1175.851806640625, 289708.5712641486 5130210.560895069 1174.614379882812, 289704.2571845585 5130210.786986398 1174.2939453125, 289704.7093672205 5130219.415145581 1175.3828125))",Coverage/Quad,User Created Features - Coverage/Quad,64,357.92730712890625,360.8421630859375,358.7709419651066,3314,0.8963596587311246,358.2850341796875
64,"POLYGON Z ((289709.0234468106 5130219.189054247 1175.851806640625, 289713.3375264006 5130218.962962917 1184.655639648438, 289712.8853437387 5130210.334803737 1183.963745117188, 289708.5712641486 5130210.560895069 1174.614379882812, 289709.0234468106 5130219.189054247 1175.851806640625))",Coverage/Quad,User Created Features - Coverage/Quad,65,358.0168151855469,361.82977294921875,359.3496828194124,3320,1.2284618029780883,358.54347229003906
65,"POLYGON Z ((289713.3375264006 5130218.962962917 1184.655639648438, 289717.6516059908 5130218.736871588 1176.485107421875, 289717.199423329 5130210.108712406 1175.001342773438, 289712.8853437387 5130210.334803737 1183.963745117188, 289713.3375264006 5130218.962962917 1184.655639648438))",Coverage/Quad,User Created Features - Coverage/Quad,66,358.02203369140625,361.7375793457031,359.7792069875299,3317,1.1219868999155809,359.9398498535156
66,"POLYGON Z ((289717.6516059908 5130218.736871588 1176.485107421875, 289721.965685581 5130218.510780256 1184.385498046875, 289721.5135029191 5130209.882621074 1184.419067382812, 289717.199423329 5130210.108712406 1175.001342773438, 289717.6516059908 5130218.736871588 1176.485107421875))",Coverage/Quad,User Created Features - Coverage/Quad,67,358.0244445800781,361.7789306640625,359.92979458309765,3315,1.2672412921284764,360.451171875
