,geometry,LAYER,MAP_NAME,NAME,min,max,mean,count,sum,volume_m3,area_m2
76,"POLYGON Z ((289631.5838682738 5130227.517617923 0, 289636.5808224088 5130227.34312044 0, 289636.2318274418 5130217.34921217 0, 289631.2348733068 5130217.523709653 0, 289631.5838682738 5130227.517617923 0))",Coverage/Quad,User Created Features,90,0.01043701171875,4.77252197265625,2.571094389219542,4440,11415.659088134766,128.47948391295122,50.00000000005159
77,"POLYGON Z ((289581.2653319558 5130219.268684488 0, 289586.2622860909 5130219.094187004 0, 289585.9132911239 5130209.100278734 0, 289580.9163369887 5130209.274776218 0, 289581.2653319558 5130219.268684488 0))",Coverage/Quad,User Created Features,93,-0.074310302734375,3.95318603515625,1.805138929056267,4437,8009.401428222656,90.14317561561306,50.000000000347534
78,"POLYGON Z ((289586.2622860909 5130219.094187004 0, 289591.259240226 5130218.919689521 0, 289590.9102452589 5130208.925781251 0, 289585.9132911239 5130209.100278734 0, 289586.2622860909 5130219.094187004 0))",Coverage/Quad,User Created Features,94,-0.054534912109375,4.369140625,2.6219497186229854,4444,11651.944549560547,131.13879897358328,50.000000000347534
79,"POLYGON Z ((289591.259240226 5130218.919689521 0, 289596.2561943611 5130218.745192038 0, 289595.9071993941 5130208.751283768 0, 289590.9102452589 5130208.925781251 0, 289591.259240226 5130218.919689521 0))",Coverage/Quad,User Created Features,95,0.52655029296875,4.63916015625,3.3952969100656727,4442,15081.908874511719,169.7419179794404,50.000000000347534
80,"POLYGON Z ((289596.2561943611 5130218.745192038 0, 289601.2531484962 5130218.570694554 0, 289600.9041535291 5130208.576786283 0, 289595.9071993941 5130208.751283768 0, 289596.2561943611 5130218.745192038 0))",Coverage/Quad,User Created Features,96,1.911163330078125,5.24578857421875,4.100799519297614,4439,18203.44906616211,204.87382492764502,50.00000000037662
81,"POLYGON Z ((289601.2531484962 5130218.570694554 0, 289606.2501026313 5130218.39619707 0, 289605.9011076642 5130208.4022888 0, 289600.9041535291 5130208.576786283 0, 289601.2531484962 5130218.570694554 0))",Coverage/Quad,User Created Features,97,2.01513671875,5.412689208984375,3.9269888771046833,4446,17459.392547607422,196.4997138256996,50.000000000347534
82,"POLYGON Z ((289606.2501026313 5130218.39619707 0, 289611.2470567664 5130218.221699587 0, 289610.8980617994 5130208.227791317 0, 289605.9011076642 5130208.4022888 0, 289606.2501026313 5130218.39619707 0))",Coverage/Quad,User Created Features,98,2.350341796875,5.07696533203125,4.032382832007072,4443,17915.876922607422,201.63729514812053,50.000000000347534
83,"POLYGON Z ((289611.2470567664 5130218.221699587 0, 289616.2440109015 5130218.047202104 0, 289615.8950159344 5130208.053293834 0, 289610.8980617994 5130208.227791317 0, 289611.2470567664 5130218.221699587 0))",Coverage/Quad,User Created Features,99,2.297515869140625,5.074676513671875,3.9675893910210758,4443,17627.99966430664,198.39733140260165,50.000000000347534
84,"POLYGON Z ((289616.2440109015 5130218.047202104 0, 289621.2409650366 5130217.87270462 0, 289620.8919700696 5130207.87879635 0, 289615.8950159344 5130208.053293834 0, 289616.2440109015 5130218.047202104 0))",Coverage/Quad,User Created Features,100,1.045318603515625,5.416473388671875,3.796798197886195,4444,16872.97119140625,189.89973456750946,49.99999999818316
85,"POLYGON Z ((289621.2409650366 5130217.87270462 0, 289626.2379191716 5130217.698207136 0, 289625.8889242046 5130207.704298866 0, 289620.8919700696 5130207.87879635 0, 289621.2409650366 5130217.87270462 0))",Coverage/Quad,User Created Features,101,1.2806396484375,5.2222900390625,4.008222561905437,4438,17788.491729736328,200.20361674971423,49.99999999788722
86,"POLYGON Z ((289626.2379191716 5130217.698207136 0, 289631.2348733068 5130217.523709653 0, 289630.8858783397 5130207.529801383 0, 289625.8889242046 5130207.704298866 0, 289626.2379191716 5130217.698207136 0))",Coverage/Quad,User Created Features,102,1.292999267578125,5.026336669921875,3.4376561664767613,4443,15273.50634765625,171.8982844475159,50.000000000347534
87,"POLYGON Z ((289631.2348733068 5130217.523709653 0, 289636.2318274418 5130217.34921217 0, 289635.8828324748 5130207.355303899 0, 289630.8858783397 5130207.529801383 0, 289631.2348733068 5130217.523709653 0))",Coverage/Quad,User Created Features,103,0.058502197265625,4.801025390625,2.171775033123558,4443,9649.196472167969,108.59852885825552,50.000000000347534
88,"POLYGON Z ((289580.9163369887 5130209.274776218 0, 289585.9132911239 5130209.100278734 0, 289585.5642961568 5130199.106370464 0, 289580.5673420217 5130199.280867947 0, 289580.9163369887 5130209.274776218 0))",Coverage/Quad,User Created Features,106,-0.223419189453125,3.96148681640625,1.6538519134555842,4441,7344.75634765625,82.66281409840464,50.000000000347534
89,"POLYGON Z ((289585.9132911239 5130209.100278734 0, 289590.9102452589 5130208.925781251 0, 289590.5612502919 5130198.931872981 0, 289585.5642961568 5130199.106370464 0, 289585.9132911239 5130209.100278734 0))",Coverage/Quad,User Created Features,107,0.071990966796875,4.39105224609375,2.6630944810472092,4440,11824.13949584961,133.07679639106325,50.000000000347534
90,"POLYGON Z ((289590.9102452589 5130208.925781251 0, 289595.9071993941 5130208.751283768 0, 289595.558204427 5130198.757375497 0, 289590.5612502919 5130198.931872981 0, 289590.9102452589 5130208.925781251 0))",Coverage/Quad,User Created Features,108,1.39813232421875,4.62481689453125,3.5073303456191622,4443,15583.068725585938,175.382307073648,50.000000000347534
91,"POLYGON Z ((289595.9071993941 5130208.751283768 0, 289600.9041535291 5130208.576786283 0, 289600.5551585621 5130198.582878014 0, 289595.558204427 5130198.757375497 0, 289595.9071993941 5130208.751283768 0))",Coverage/Quad,User Created Features,109,1.745941162109375,5.496185302734375,4.2653270582187925,4438,18929.521484375,213.04553090232503,49.99999999818316
92,"POLYGON Z ((289600.9041535291 5130208.576786283 0, 289605.9011076642 5130208.4022888 0, 289605.5521126972 5130198.40838053 0, 289600.5551585621 5130198.582878014 0, 289600.9041535291 5130208.576786283 0))",Coverage/Quad,User Created Features,110,2.293243408203125,5.626678466796875,4.145222968033458,4443,18417.225646972656,207.27980994902342,49.99999999788722
93,"POLYGON Z ((289605.9011076642 5130208.4022888 0, 289610.8980617994 5130208.227791317 0, 289610.5490668323 5130198.233883047 0, 289605.5521126972 5130198.40838053 0, 289605.9011076642 5130208.4022888 0))",Coverage/Quad,User Created Features,111,2.26116943359375,5.282073974609375,4.236413765125292,4444,18826.622772216797,211.88743978105683,50.000000000347534
94,"POLYGON Z ((289610.8980617994 5130208.227791317 0, 289615.8950159344 5130208.053293834 0, 289615.5460209674 5130198.059385563 0, 289610.5490668323 5130198.233883047 0, 289610.8980617994 5130208.227791317 0))",Coverage/Quad,User Created Features,112,2.155059814453125,5.054046630859375,3.839138317301597,4437,17034.256713867188,191.71495001222695,50.000000000347534
95,"POLYGON Z ((289615.8950159344 5130208.053293834 0, 289620.8919700696 5130207.87879635 0, 289620.5429751025 5130197.88488808 0, 289615.5460209674 5130198.059385563 0, 289615.8950159344 5130208.053293834 0))",Coverage/Quad,User Created Features,113,1.91864013671875,5.241851806640625,3.820741544475547,4446,16987.01690673828,191.1832815388422,50.000000000347534
96,"POLYGON Z ((289620.8919700696 5130207.87879635 0, 289625.8889242046 5130207.704298866 0, 289625.5399292376 5130197.710390596 0, 289620.5429751025 5130197.88488808 0, 289620.8919700696 5130207.87879635 0))",Coverage/Quad,User Created Features,114,2.217987060546875,5.3033447265625,4.048633286226185,4445,17996.17495727539,202.54102308653523,50.000000000672564
97,"POLYGON Z ((289625.8889242046 5130207.704298866 0, 289630.8858783397 5130207.529801383 0, 289630.5368833727 5130197.535893112 0, 289625.5399292376 5130197.710390596 0, 289625.8889242046 5130207.704298866 0))",Coverage/Quad,User Created Features,115,1.16546630859375,5.288330078125,3.3247305052528993,4441,14765.128173828125,166.17665550767353,50.00000000005159
98,"POLYGON Z ((289630.8858783397 5130207.529801383 0, 289635.8828324748 5130207.355303899 0, 289635.5338375078 5130197.361395629 0, 289630.5368833727 5130197.535893112 0, 289630.8858783397 5130207.529801383 0))",Coverage/Quad,User Created Features,116,0.0604248046875,3.870513916015625,1.6343775559501752,4444,7263.173858642578,81.74463004929397,50.000000000347534
99,"POLYGON Z ((289580.5673420217 5130199.280867947 0, 289585.5642961568 5130199.106370464 0, 289585.2153011898 5130189.112462194 0, 289580.2183470547 5130189.286959678 0, 289580.5673420217 5130199.280867947 0))",Coverage/Quad,User Created Features,119,-0.092010498046875,4.04144287109375,2.0527010019759686,4446,9126.308654785156,102.71359865816403,49.99999999788722
100,"POLYGON Z ((289585.5642961568 5130199.106370464 0, 289590.5612502919 5130198.931872981 0, 289590.2122553249 5130188.93796471 0, 289585.2153011898 5130189.112462194 0, 289585.5642961568 5130199.106370464 0))",Coverage/Quad,User Created Features,120,1.032012939453125,5.026336669921875,3.1535653327129305,4441,14004.983642578125,157.6214791205509,50.000000000633314
101,"POLYGON Z ((289590.5612502919 5130198.931872981 0, 289595.558204427 5130198.757375497 0, 289595.20920946 5130188.763467227 0, 289590.2122553249 5130188.93796471 0, 289590.5612502919 5130198.931872981 0))",Coverage/Quad,User Created Features,121,1.79571533203125,5.077789306640625,3.6802740416725253,4445,16358.818115234375,184.11311100343696,50.00000000005159
102,"POLYGON Z ((289595.558204427 5130198.757375497 0, 289600.5551585621 5130198.582878014 0, 289600.2061635951 5130188.588969744 0, 289595.20920946 5130188.763467227 0, 289595.558204427 5130198.757375497 0))",Coverage/Quad,User Created Features,122,2.3172607421875,5.428497314453125,4.308277124116851,4443,19141.675262451172,215.43325181330945,50.000000000347534
103,"POLYGON Z ((289600.5551585621 5130198.582878014 0, 289605.5521126972 5130198.40838053 0, 289605.2031177302 5130188.41447226 0, 289600.2061635951 5130188.588969744 0, 289600.5551585621 5130198.582878014 0))",Coverage/Quad,User Created Features,123,2.24578857421875,5.46905517578125,4.092968909569036,4437,18160.503051757812,204.39048167744957,50.000000000672564
104,"POLYGON Z ((289605.5521126972 5130198.40838053 0, 289610.5490668323 5130198.233883047 0, 289610.2000718653 5130188.239974776 0, 289605.2031177302 5130188.41447226 0, 289605.5521126972 5130198.40838053 0))",Coverage/Quad,User Created Features,124,0.65826416015625,5.857696533203125,4.088256327654633,4443,18164.12286376953,204.43122146965405,50.00000000005159
105,"POLYGON Z ((289610.5490668323 5130198.233883047 0, 289615.5460209674 5130198.059385563 0, 289615.1970260004 5130188.065477293 0, 289610.2000718653 5130188.239974776 0, 289610.5490668323 5130198.233883047 0))",Coverage/Quad,User Created Features,125,0.64105224609375,4.972412109375,3.530681151519322,4442,15683.285675048828,176.51021583887257,50.000000000347534
106,"POLYGON Z ((289615.5460209674 5130198.059385563 0, 289620.5429751025 5130197.88488808 0, 289620.1939801355 5130187.89097981 0, 289615.1970260004 5130188.065477293 0, 289615.5460209674 5130198.059385563 0))",Coverage/Quad,User Created Features,126,1.91522216796875,5.05120849609375,3.8182895262516894,4439,16949.38720703125,190.7597716599265,50.000000000347534
107,"POLYGON Z ((289620.5429751025 5130197.88488808 0, 289625.5399292376 5130197.710390596 0, 289625.1909342706 5130187.716482325 0, 289620.1939801355 5130187.89097981 0, 289620.5429751025 5130197.88488808 0))",Coverage/Quad,User Created Features,127,2.026336669921875,5.203125,4.047372908982793,4444,17986.52520751953,202.43241833065125,50.000000000672564
108,"POLYGON Z ((289625.5399292376 5130197.710390596 0, 289630.5368833727 5130197.535893112 0, 289630.1878884057 5130187.541984842 0, 289625.1909342706 5130187.716482325 0, 289625.5399292376 5130197.710390596 0))",Coverage/Quad,User Created Features,128,1.252166748046875,4.9061279296875,3.3184910151410087,4439,14730.781616210938,165.79009631185548,50.000000000347534
109,"POLYGON Z ((289630.5368833727 5130197.535893112 0, 289635.5338375078 5130197.361395629 0, 289635.1848425408 5130187.367487359 0, 289630.1878884057 5130187.541984842 0, 289630.5368833727 5130197.535893112 0))",Coverage/Quad,User Created Features,129,0.00872802734375,3.895843505859375,1.5223377547105297,4444,6765.268981933594,76.14087461971901,50.00000000005159
110,"POLYGON Z ((289580.2183470547 5130189.286959678 0, 289585.2153011898 5130189.112462194 0, 289584.8663062228 5130179.118553923 0, 289579.8693520877 5130179.293051408 0, 289580.2183470547 5130189.286959678 0))",Coverage/Quad,User Created Features,132,-0.20635986328125,3.942718505859375,1.8959610026554414,4444,8425.650695800781,94.82792405323653,50.000000000672564
111,"POLYGON Z ((289585.2153011898 5130189.112462194 0, 289590.2122553249 5130188.93796471 0, 289589.8632603579 5130178.94405644 0, 289584.8663062228 5130179.118553923 0, 289585.2153011898 5130189.112462194 0))",Coverage/Quad,User Created Features,133,-0.145904541015625,4.373046875,2.4981356240478463,4441,11094.220306396484,124.86179627279851,50.000000000347534
112,"POLYGON Z ((289590.2122553249 5130188.93796471 0, 289595.20920946 5130188.763467227 0, 289594.860214493 5130178.769558957 0, 289589.8632603579 5130178.94405644 0, 289590.2122553249 5130188.93796471 0))",Coverage/Quad,User Created Features,134,-0.050323486328125,4.42431640625,3.0038572404599893,4441,13340.130004882812,150.13877036153357,50.000000000347534
113,"POLYGON Z ((289595.20920946 5130188.763467227 0, 289600.2061635951 5130188.588969744 0, 289599.8571686281 5130178.595061474 0, 289594.860214493 5130178.769558957 0, 289595.20920946 5130188.763467227 0))",Coverage/Quad,User Created Features,135,1.858001708984375,5.280181884765625,3.8349359592123715,4446,17050.125274658203,191.8935454384858,50.00000000005159
114,"POLYGON Z ((289600.2061635951 5130188.588969744 0, 289605.2031177302 5130188.41447226 0, 289604.8541227632 5130178.420563989 0, 289599.8571686281 5130178.595061474 0, 289600.2061635951 5130188.588969744 0))",Coverage/Quad,User Created Features,136,1.314849853515625,5.487823486328125,3.8150777597783763,4442,16946.575408935547,190.72812579827155,50.000000000672564
115,"POLYGON Z ((289605.2031177302 5130188.41447226 0, 289610.2000718653 5130188.239974776 0, 289609.8510768983 5130178.246066506 0, 289604.8541227632 5130178.420563989 0, 289605.2031177302 5130188.41447226 0))",Coverage/Quad,User Created Features,137,0.080352783203125,5.312896728515625,3.726528609896361,4443,16556.96661376953,186.3432071050614,50.000000000347534
116,"POLYGON Z ((289610.2000718653 5130188.239974776 0, 289615.1970260004 5130188.065477293 0, 289614.8480310334 5130178.071569023 0, 289609.8510768983 5130178.246066506 0, 289610.2000718653 5130188.239974776 0))",Coverage/Quad,User Created Features,138,0.104278564453125,5.013641357421875,3.395755462234456,4444,15090.737274169922,169.8412787104421,50.00000000005159
117,"POLYGON Z ((289615.1970260004 5130188.065477293 0, 289620.1939801355 5130187.89097981 0, 289619.8449851684 5130177.897071539 0, 289614.8480310334 5130178.071569023 0, 289615.1970260004 5130188.065477293 0))",Coverage/Quad,User Created Features,139,1.31402587890625,5.593536376953125,3.866773769128476,4437,17156.875213623047,193.09498084927142,50.000000000347534
118,"POLYGON Z ((289620.1939801355 5130187.89097981 0, 289625.1909342706 5130187.716482325 0, 289624.8419393036 5130177.722574056 0, 289619.8449851684 5130177.897071539 0, 289620.1939801355 5130187.89097981 0))",Coverage/Quad,User Created Features,140,0.66363525390625,5.1182861328125,3.7851331558021526,4444,16821.131744384766,189.31629866177397,49.99999999818316
119,"POLYGON Z ((289625.1909342706 5130187.716482325 0, 289630.1878884057 5130187.541984842 0, 289629.8388934386 5130177.548076572 0, 289624.8419393036 5130177.722574056 0, 289625.1909342706 5130187.716482325 0))",Coverage/Quad,User Created Features,141,0.419921875,4.66558837890625,2.8885261008472773,4443,12833.721466064453,144.4393090151344,49.99999999818316
120,"POLYGON Z ((289630.1878884057 5130187.541984842 0, 289635.1848425408 5130187.367487359 0, 289634.8358475738 5130177.373579089 0, 289629.8388934386 5130177.548076572 0, 289630.1878884057 5130187.541984842 0))",Coverage/Quad,User Created Features,142,-0.036407470703125,3.787872314453125,1.8154769735828509,4437,8055.271331787109,90.65942627548282,50.000000000347534
121,"POLYGON Z ((289579.8693520877 5130179.293051408 0, 289584.8663062228 5130179.118553923 0, 289584.5173112557 5130169.124645653 0, 289579.5203571207 5130169.299143137 0, 289579.8693520877 5130179.293051408 0))",Coverage/Quad,User Created Features,145,-1.982177734375,3.817230224609375,0.8353389224490604,4440,3708.904815673828,41.74250237512064,50.000000000672564
122,"POLYGON Z ((289584.8663062228 5130179.118553923 0, 289589.8632603579 5130178.94405644 0, 289589.5142653909 5130168.95014817 0, 289584.5173112557 5130169.124645653 0, 289584.8663062228 5130179.118553923 0))",Coverage/Quad,User Created Features,146,-0.20343017578125,3.85626220703125,1.1142675338806949,4442,4949.576385498047,55.70585234605355,50.000000000347534
123,"POLYGON Z ((289589.8632603579 5130178.94405644 0, 289594.860214493 5130178.769558957 0, 289594.5112195259 5130168.775650687 0, 289589.5142653909 5130168.95014817 0, 289589.8632603579 5130178.94405644 0))",Coverage/Quad,User Created Features,147,-0.143768310546875,4.2047119140625,1.372849635798337,4435,6088.588134765625,68.52505451273258,50.000000000347534
124,"POLYGON Z ((289594.860214493 5130178.769558957 0, 289599.8571686281 5130178.595061474 0, 289599.5081736611 5130168.601153203 0, 289594.5112195259 5130168.775650687 0, 289594.860214493 5130178.769558957 0))",Coverage/Quad,User Created Features,148,-0.078704833984375,4.667724609375,2.1343798564426755,4444,9485.18408203125,106.75262341579209,50.000000000347534
125,"POLYGON Z ((289599.8571686281 5130178.595061474 0, 289604.8541227632 5130178.420563989 0, 289604.5051277961 5130168.42665572 0, 289599.5081736611 5130168.601153203 0, 289599.8571686281 5130178.595061474 0))",Coverage/Quad,User Created Features,149,-0.160003662109375,4.86407470703125,1.7628382086727015,4443,7832.2901611328125,88.14984662644208,49.99999999788722
126,"POLYGON Z ((289604.8541227632 5130178.420563989 0, 289609.8510768983 5130178.246066506 0, 289609.5020819312 5130168.252158236 0, 289604.5051277961 5130168.42665572 0, 289604.8541227632 5130178.420563989 0))",Coverage/Quad,User Created Features,150,-0.035614013671875,4.12701416015625,1.874609070924943,4436,8315.765838623047,93.59120617027892,49.99999999818316
127,"POLYGON Z ((289609.8510768983 5130178.246066506 0, 289614.8480310334 5130178.071569023 0, 289614.4990360664 5130168.077660752 0, 289609.5020819312 5130168.252158236 0, 289609.8510768983 5130178.246066506 0))",Coverage/Quad,User Created Features,151,-0.033050537109375,4.580902099609375,2.2505968911552343,4446,10006.153778076172,112.61596579185415,50.000000000347534
128,"POLYGON Z ((289614.8480310334 5130178.071569023 0, 289619.8449851684 5130177.897071539 0, 289619.4959902014 5130167.903163269 0, 289614.4990360664 5130168.077660752 0, 289614.8480310334 5130178.071569023 0))",Coverage/Quad,User Created Features,152,-0.314727783203125,4.544464111328125,2.000029425948221,4445,8890.130798339844,100.05549465615331,50.00000000005159
129,"POLYGON Z ((289619.8449851684 5130177.897071539 0, 289624.8419393036 5130177.722574056 0, 289624.4929443366 5130167.728665786 0, 289619.4959902014 5130167.903163269 0, 289619.8449851684 5130177.897071539 0))",Coverage/Quad,User Created Features,153,-0.316619873046875,4.654052734375,2.156167898092184,4440,9573.385467529297,107.74530096526225,50.000000000633314
130,"POLYGON Z ((289624.8419393036 5130177.722574056 0, 289629.8388934386 5130177.548076572 0, 289629.4898984716 5130167.554168302 0, 289624.4929443366 5130167.728665786 0, 289624.8419393036 5130177.722574056 0))",Coverage/Quad,User Created Features,154,-0.41424560546875,4.546783447265625,1.1909534856073498,4444,5292.5972900390625,59.566439671457324,50.00000000037662
131,"POLYGON Z ((289629.8388934386 5130177.548076572 0, 289634.8358475738 5130177.373579089 0, 289634.4868526067 5130167.379670818 0, 289629.4898984716 5130167.554168302 0, 289629.8388934386 5130177.548076572 0))",Coverage/Quad,User Created Features,155,-0.34466552734375,3.20819091796875,0.6622324004900184,4441,2940.974090576172,33.09969494020046,50.000000000347534
